timestamp,water_level,boxdrain_cong1,valveoverflow_tran1,valveoverflow_tran2,valveoverflow_tran3
2/3/2014 0:00,24.08,8,0,0,0
3/3/2014 0:00,24.06,4,0,0,0
4/3/2014 0:00,24.05,4,0,0,0
5/3/2014 0:00,24.03,4,0,0,0
6/3/2014 0:00,24.02,4,0,0,0
7/3/2014 0:00,24,8,0,0,0
8/3/2014 0:00,23.8,8,0,20,0
9/3/2014 0:00,23.7,8,0,0,0
10/3/2014 0:00,23.68,4,0,0,0
11/3/2014 0:00,23.67,4,0,0,0
12/3/2014 0:00,23.65,4,0,0,0
13/3/2014 0:00,23.63,4,0,0,0
14/3/2014 0:00,23.61,8,0,0,0
15/3/2014 0:00,23.59,8,0,0,0
16/3/2014 0:00,23.56,8,0,0,0
17/3/2014 0:00,23.53,4,0,0,0
18/3/2014 0:00,23.51,4,0,0,0
19/3/2014 0:00,23.5,4,0,0,0
20/3/2014 0:00,23.48,4,0,0,0
21/3/2014 0:00,23.46,8,0,0,0
22/3/2014 0:00,23.44,8,0,0,0
23/3/2014 0:00,23.42,8,0,0,0
24/3/2014 0:00,23.4,4,0,0,0
25/3/2014 0:00,23.39,4,0,0,0
26/3/2014 0:00,23.38,4,0,0,0
27/3/2014 0:00,23.36,4,0,0,0
28/3/2014 0:00,23.34,5,0,0,0
29/3/2014 0:00,23.31,5,0,0,0
30/3/2014 0:00,23.29,5,0,0,0
31/3/2014 0:00,23.27,4,0,0,0
1/4/2014 0:00,23.25,4,0,0,0
2/4/2014 0:00,23.23,4,0,0,0
3/4/2014 0:00,23.21,4,0,70,0
4/4/2014 0:00,22,8,0,70,0
5/4/2014 0:00,22.7,8,0,0,0
6/4/2014 0:00,22.68,8,0,0,0
7/4/2014 0:00,22.66,4,0,0,0
8/4/2014 0:00,22.64,0,0,0,0
9/4/2014 0:00,22.62,0,0,0,0
10/4/2014 0:00,22.61,0,0,0,0
11/4/2014 0:00,22.59,0,0,0,0
12/4/2014 0:00,22.56,0,0,0,0
13/4/2014 0:00,22.54,0,0,0,0
14/4/2014 0:00,22.52,0,0,0,0
15/4/2014 0:00,22.5,0,0,0,0
16/4/2014 0:00,22.49,0,0,0,0
17/4/2014 0:00,22.47,0,0,0,0
18/4/2014 0:00,22.46,0,0,0,0
19/4/2014 0:00,22.44,0,0,0,0
20/4/2014 0:00,22.42,0,0,0,0
21/4/2014 0:00,22.41,0,0,0,0
22/4/2014 0:00,22.4,0,0,0,0
23/4/2014 0:00,22.39,0,0,0,0
24/4/2014 0:00,22.38,0,0,0,0
25/4/2014 0:00,22.37,0,0,0,0
26/4/2014 0:00,22.36,0,0,0,0
27/4/2014 0:00,22.35,0,0,0,0
28/4/2014 0:00,22.34,0,0,0,0
29/4/2014 0:00,22.33,0,0,0,0
30/4/2014 0:00,22.22,0,0,40,0
1/5/2014 0:00,22.11,0,0,40,0
2/5/2014 0:00,22.1,0,0,0,0
3/5/2014 0:00,22.1,0,0,0,0
4/5/2014 0:00,22.09,0,0,0,0
5/5/2014 0:00,22.08,0,0,0,0
6/5/2014 0:00,22.08,0,0,0,0
7/5/2014 0:00,22.08,0,0,0,0
8/5/2014 0:00,22.07,0,0,0,0
9/5/2014 0:00,22.07,0,0,0,0
10/5/2014 0:00,22.07,0,0,0,0
11/5/2014 0:00,22.06,0,0,0,0
12/5/2014 0:00,22.11,0,0,0,0
13/5/2014 0:00,22.11,0,0,0,0
14/5/2014 0:00,22.11,0,0,0,0
15/5/2014 0:00,22.09,0,0,0,0
16/5/2014 0:00,22.09,0,0,0,0
17/5/2014 0:00,22.07,0,0,0,0
18/5/2014 0:00,22.07,0,0,0,0
19/5/2014 0:00,22.07,0,0,0,0
20/5/2014 0:00,22.07,0,0,0,0
21/5/2014 0:00,22.07,0,0,0,0
22/5/2014 0:00,22.06,0,0,0,0
23/5/2014 0:00,22.06,0,0,0,0
24/5/2014 0:00,22.06,0,0,0,0
25/5/2014 0:00,22.05,0,0,0,0
26/5/2014 0:00,22.05,0,0,0,0
27/5/2014 0:00,22.05,0,0,0,0
28/5/2014 0:00,22.05,0,0,0,0
29/5/2014 0:00,22.05,0,0,0,0
30/5/2014 0:00,22.05,0,0,0,0
31/5/2014 0:00,22.05,0,0,0,0
1/6/2014 0:00,22.05,0,0,0,0
2/6/2014 0:00,22.05,0,0,0,0
3/6/2014 0:00,22.05,0,0,0,0
4/6/2014 0:00,22.04,0,0,0,0
5/6/2014 0:00,22.04,0,0,0,0
6/6/2014 0:00,22.04,0,0,0,0
7/6/2014 0:00,22.03,0,0,0,0
8/6/2014 0:00,22.03,0,0,0,0
9/6/2014 0:00,22.03,0,0,0,0
10/6/2014 0:00,22.03,0,0,0,0
11/6/2014 0:00,22.03,0,0,0,0
12/6/2014 0:00,22.03,0,0,0,0
13/6/2014 0:00,22.05,0,0,0,0
14/6/2014 0:00,22.05,0,0,0,0
15/6/2014 0:00,22.07,0,0,0,0
16/6/2014 0:00,22.08,0,0,0,0
17/6/2014 0:00,22.09,0,0,0,0
18/6/2014 0:00,22.09,0,0,0,0
19/6/2014 0:00,22.09,0,0,0,0
20/6/2014 0:00,22.11,0,0,0,0
21/6/2014 0:00,22.12,0,0,0,0
22/6/2014 0:00,22.12,0,0,0,0
23/6/2014 0:00,22.13,0,0,0,0
24/6/2014 0:00,22.18,0,0,0,0
25/6/2014 0:00,22.23,0,0,0,0
26/6/2014 0:00,22.28,0,0,0,0
27/6/2014 0:00,22.38,0,0,0,0
28/6/2014 0:00,22.48,0,0,0,0
29/6/2014 0:00,22.63,0,0,0,0
30/6/2014 0:00,22.9,0,0,0,0
1/7/2014 0:00,22.9,10,0,5,0
2/7/2014 0:00,22.9,10,0,5,0
3/7/2014 0:00,22.9,10,0,5,0
4/7/2014 0:00,22.9,10,0,5,0
5/7/2014 0:00,22.9,10,0,5,0
6/7/2014 0:00,22.9,10,0,5,0
7/7/2014 0:00,23,10,0,5,0
8/7/2014 0:00,23,10,0,5,0
9/7/2014 0:00,23.01,10,0,5,0
10/7/2014 0:00,23.02,10,0,5,0
11/7/2014 0:00,23.04,10,0,5,0
12/7/2014 0:00,23.1,10,0,5,0
13/7/2014 0:00,23.15,10,0,5,0
14/7/2014 0:00,23.2,10,0,10,0
15/7/2014 0:00,23.2,10,0,10,0
16/7/2014 0:00,23.22,10,0,10,0
17/7/2014 0:00,23.3,10,0,10,0
18/7/2014 0:00,23.3,10,0,20,0
19/7/2014 0:00,23.2,10,0,20,0
20/7/2014 0:00,23.1,10,0,20,0
21/7/2014 0:00,22.9,10,0,15,0
22/7/2014 0:00,23,10,0,15,0
23/7/2014 0:00,23.85,10,0,30,0
24/7/2014 0:00,23.9,10,0,30,0
25/7/2014 0:00,23.8,10,0,30,0
26/7/2014 0:00,23.7,10,0,30,0
27/7/2014 0:00,23.65,10,0,30,0
28/7/2014 0:00,23.58,10,0,30,0
29/7/2014 0:00,23.55,10,0,30,0
30/7/2014 0:00,23.55,10,0,30,0
31/7/2014 0:00,23.75,10,0,40,0
1/8/2014 0:00,23.75,10,0,40,0
2/8/2014 0:00,23.7,10,0,40,0
3/8/2014 0:00,23.9,10,0,40,0
4/8/2014 0:00,24,10,0,50,0
5/8/2014 0:00,23.97,10,0,50,0
6/8/2014 0:00,23.75,10,0,50,0
7/8/2014 0:00,23.65,10,0,30,0
8/8/2014 0:00,23.6,10,0,30,0
9/8/2014 0:00,23.55,10,0,20,0
10/8/2014 0:00,23.55,10,0,20,0
11/8/2014 0:00,23.53,10,0,20,0
12/8/2014 0:00,23.5,10,0,20,0
13/8/2014 0:00,23.45,10,0,20,0
14/8/2014 0:00,23.51,10,0,10,0
15/8/2014 0:00,23.6,10,0,10,0
16/8/2014 0:00,23.65,10,0,10,0
17/8/2014 0:00,23.65,10,0,10,0
18/8/2014 0:00,23.65,10,0,10,0
19/8/2014 0:00,23.65,10,0,10,0
20/8/2014 0:00,23.63,10,0,10,0
21/8/2014 0:00,23.6,10,0,5,0
22/8/2014 0:00,23.6,10,0,5,0
23/8/2014 0:00,23.6,10,0,5,0
24/8/2014 0:00,23.6,10,0,5,0
25/8/2014 0:00,23.67,10,0,5,0
26/8/2014 0:00,23.72,10,0,5,0
27/8/2014 0:00,23.75,10,0,5,0
28/8/2014 0:00,23.77,10,5,5,5
29/8/2014 0:00,23.77,10,5,5,5
30/8/2014 0:00,23.77,10,5,5,5
31/8/2014 0:00,23.82,10,5,5,5
1/9/2014 0:00,23.82,10,10,5,10
2/9/2014 0:00,23.84,10,10,5,10
3/9/2014 0:00,23.84,10,10,5,10
4/9/2014 0:00,23.84,10,10,5,10
5/9/2014 0:00,23.84,10,10,5,10
6/9/2014 0:00,23.84,10,10,5,10
7/9/2014 0:00,23.84,10,10,5,10
8/9/2014 0:00,23.88,10,10,5,10
9/9/2014 0:00,23.92,10,10,5,10
10/9/2014 0:00,23.92,10,10,5,10
11/9/2014 0:00,23.92,10,10,5,10
12/9/2014 0:00,23.92,10,10,5,10
13/9/2014 0:00,23.92,10,10,5,10
14/9/2014 0:00,23.92,10,10,5,10
15/9/2014 0:00,23.98,10,10,10,10
16/9/2014 0:00,24.08,10,15,10,15
17/9/2014 0:00,24.03,10,15,10,15
18/9/2014 0:00,23.96,10,15,10,15
19/9/2014 0:00,23.86,10,15,10,15
20/9/2014 0:00,23.81,10,5,5,5
21/9/2014 0:00,23.75,10,5,5,5
22/9/2014 0:00,23.7,10,5,5,5
23/9/2014 0:00,23.65,10,5,5,5
24/9/2014 0:00,23.65,10,5,5,5
25/9/2014 0:00,23.67,10,0,3,0
26/9/2014 0:00,23.7,10,0,3,0
27/9/2014 0:00,23.75,10,0,3,0
28/9/2014 0:00,23.75,10,0,10,0
29/9/2014 0:00,23.7,10,0,10,0
30/9/2014 0:00,23.65,10,0,5,0
1/10/2014 0:00,23.65,10,0,5,0
2/10/2014 0:00,23.72,10,0,5,0
3/10/2014 0:00,23.78,10,0,5,0
4/10/2014 0:00,23.82,10,0,5,0
5/10/2014 0:00,23.86,10,0,5,0
6/10/2014 0:00,23.9,10,0,5,0
7/10/2014 0:00,23.95,10,0,5,0
8/10/2014 0:00,24.05,10,3,5,3
9/10/2014 0:00,24.09,10,5,10,5
10/10/2014 0:00,24.09,10,5,10,5
11/10/2014 0:00,24.07,10,5,10,5
12/10/2014 0:00,24,10,5,10,5
13/10/2014 0:00,23.95,10,5,10,5
14/10/2014 0:00,23.87,10,5,10,5
15/10/2014 0:00,23.8,10,5,10,5
16/10/2014 0:00,23.83,10,0,5,0
17/10/2014 0:00,23.88,10,0,5,0
18/10/2014 0:00,23.92,10,0,5,0
19/10/2014 0:00,23.94,10,0,5,0
20/10/2014 0:00,23.94,10,0,5,0
21/10/2014 0:00,23.94,10,0,5,0
22/10/2014 0:00,23.99,5,0,0,0
23/10/2014 0:00,24.03,5,0,0,0
24/10/2014 0:00,24.13,5,0,0,0
25/10/2014 0:00,24.25,5,0,0,0
26/10/2014 0:00,24.33,5,0,0,0
27/10/2014 0:00,24.4,5,0,0,0
28/10/2014 0:00,24.48,5,0,0,0
29/10/2014 0:00,24.53,3,0,5,0
30/10/2014 0:00,24.57,3,0,5,0
31/10/2014 0:00,24.6,3,0,5,0
1/11/2014 0:00,24.6,3,0,5,0
2/11/2014 0:00,24.58,3,0,5,0
3/11/2014 0:00,24.55,3,0,2,0
4/11/2014 0:00,24.58,0,0,0,0
5/11/2014 0:00,24.62,0,0,0,0
6/11/2014 0:00,24.67,0,0,0,0
7/11/2014 0:00,24.73,0,0,0,0
8/11/2014 0:00,24.78,0,0,0,0
9/11/2014 0:00,24.8,5,0,0,0
10/11/2014 0:00,24.8,5,0,0,0
11/11/2014 0:00,24.8,3,0,0,0
12/11/2014 0:00,24.8,0,0,0,0
13/11/2014 0:00,24.8,0,0,0,0
14/11/2014 0:00,24.8,0,0,0,0
15/11/2014 0:00,24.8,0,0,0,0
16/11/2014 0:00,24.8,3,0,0,0
17/11/2014 0:00,24.8,3,0,0,0
18/11/2014 0:00,24.8,0,0,0,0
19/11/2014 0:00,24.8,0,0,0,0
20/11/2014 0:00,24.8,0,0,0,0
21/11/2014 0:00,24.8,3,0,0,0
22/11/2014 0:00,24.8,3,0,0,0
23/11/2014 0:00,24.8,3,0,0,0
24/11/2014 0:00,24.8,3,0,0,0
25/11/2014 0:00,24.8,0,0,0,0
26/11/2014 0:00,24.79,0,0,0,0
27/11/2014 0:00,24.79,0,0,0,0
28/11/2014 0:00,24.78,0,0,0,0
29/11/2014 0:00,24.78,3,0,0,0
30/11/2014 0:00,24.77,3,0,0,0
1/12/2014 0:00,24.6,3,0,0,0
2/12/2014 0:00,24.58,0,0,0,0
3/12/2014 0:00,24.55,0,0,0,0
4/12/2014 0:00,24.58,0,0,0,0
5/12/2014 0:00,24.62,3,0,0,0
6/12/2014 0:00,24.67,3,0,0,0
7/12/2014 0:00,24.73,3,0,0,0
8/12/2014 0:00,24.78,0,0,0,0
9/12/2014 0:00,24.8,0,0,0,0
10/12/2014 0:00,24.8,0,0,0,0
11/12/2014 0:00,24.8,0,0,0,0
12/12/2014 0:00,24.8,3,0,0,0
13/12/2014 0:00,24.8,3,0,0,0
14/12/2014 0:00,24.8,3,0,0,0
15/12/2014 0:00,24.8,0,0,0,0
16/12/2014 0:00,24.8,0,0,0,0
17/12/2014 0:00,24.8,0,0,0,0
18/12/2014 0:00,24.8,0,0,0,0
19/12/2014 0:00,24.8,3,0,0,0
20/12/2014 0:00,24.8,3,0,0,0
21/12/2014 0:00,24.8,3,0,0,0
22/12/2014 0:00,24.8,3,0,0,0
23/12/2014 0:00,24.8,0,0,0,0
24/12/2014 0:00,24.8,0,0,0,0
25/12/2014 0:00,24.8,0,0,0,0
26/12/2014 0:00,24.79,3,0,0,0
27/12/2014 0:00,24.79,3,0,0,0
28/12/2014 0:00,24.78,3,0,0,0
29/12/2014 0:00,24.78,3,0,0,0
30/12/2014 0:00,24.77,0,0,0,0
31/12/2014 0:00,24.77,0,0,0,0
1/1/2015 0:00,24.39,3,0,0,0
2/1/2015 0:00,24.38,3,0,0,0
3/1/2015 0:00,24.37,3,0,0,0
4/1/2015 0:00,24.36,0,0,0,0
5/1/2015 0:00,24.34,0,0,0,0
6/1/2015 0:00,24.32,0,0,0,0
7/1/2015 0:00,24.3,0,0,0,0
8/1/2015 0:00,24.28,0,0,0,0
9/1/2015 0:00,24.27,3,0,0,0
10/1/2015 0:00,24.26,3,0,0,0
11/1/2015 0:00,24.24,3,0,0,0
12/1/2015 0:00,24.22,0,0,0,0
13/1/2015 0:00,24.2,3,0,0,0
14/1/2015 0:00,24.19,3,0,0,0
15/1/2015 0:00,24.17,5,0,0,0
16/1/2015 0:00,23.64,5,0,0,0
17/1/2015 0:00,23.62,0,0,0,0
18/1/2015 0:00,23.6,0,0,0,0
19/1/2015 0:00,23.58,4,0,0,0
20/1/2015 0:00,23.57,4,0,0,0
21/1/2015 0:00,23.56,6,0,0,0
22/1/2015 0:00,23.54,6,0,0,0
23/1/2015 0:00,23.52,6,0,0,0
24/1/2015 0:00,23.5,0,0,0,0
25/1/2015 0:00,23.48,0,0,0,0
26/1/2015 0:00,23.45,4,0,0,0
27/1/2015 0:00,23.42,4,0,0,0
28/1/2015 0:00,22.6,6,0,0,0
29/1/2015 0:00,22.59,6,0,0,0
30/1/2015 0:00,22.58,6,0,0,0
31/1/2015 0:00,22.57,0,0,0,0
1/2/2015 0:00,24.16,0,0,0,0
2/2/2015 0:00,24.14,4,0,0,0
3/2/2015 0:00,24.12,4,0,0,0
4/2/2015 0:00,24.1,6,0,0,0
5/2/2015 0:00,24.08,6,0,0,0
6/2/2015 0:00,24.07,6,0,0,0
7/2/2015 0:00,24.05,12,0,0,0
8/2/2015 0:00,24.03,0,0,0,0
9/2/2015 0:00,24.02,8,0,0,0
10/2/2015 0:00,24,8,0,0,0
11/2/2015 0:00,23.98,15,0,0,0
12/2/2015 0:00,23.96,15,0,50,0
13/2/2015 0:00,23.7,15,0,0,0
14/2/2015 0:00,23.68,0,0,0,0
15/2/2015 0:00,23.67,0,0,0,0
16/2/2015 0:00,23.66,10,0,0,0
17/2/2015 0:00,23.64,10,0,0,0
18/2/2015 0:00,23.62,18,0,0,0
19/2/2015 0:00,23.6,18,0,0,0
20/2/2015 0:00,23.58,18,0,0,0
21/2/2015 0:00,23.57,0,0,0,0
22/2/2015 0:00,23.56,0,0,0,0
23/2/2015 0:00,23.54,10,0,0,0
24/2/2015 0:00,23.52,10,0,0,0
25/2/2015 0:00,23.5,20,0,0,0
26/2/2015 0:00,23.48,20,0,0,0
27/2/2015 0:00,23.45,20,0,0,0
28/2/2015 0:00,23.42,0,0,0,0
1/3/2015 0:00,23.4,0,0,0,0
2/3/2015 0:00,23.38,15,0,0,0
3/3/2015 0:00,23.36,15,0,0,0
4/3/2015 0:00,23.34,20,0,0,0
5/3/2015 0:00,23.32,20,0,0,0
6/3/2015 0:00,23.3,20,0,0,0
7/3/2015 0:00,23.28,20,0,0,0
8/3/2015 0:00,23.26,20,0,0,0
9/3/2015 0:00,23.24,15,0,50,0
10/3/2015 0:00,23.22,15,0,0,0
11/3/2015 0:00,23.04,40,0,0,0
12/3/2015 0:00,23.02,40,0,0,0
13/3/2015 0:00,23,140,0,0,0
14/3/2015 0:00,22.99,140,0,0,0
15/3/2015 0:00,22.98,140,0,0,0
16/3/2015 0:00,22.97,140,0,70,0
17/3/2015 0:00,22.6,140,0,0,0
18/3/2015 0:00,22.59,140,0,0,0
19/3/2015 0:00,22.58,140,0,0,0
20/3/2015 0:00,22.57,140,0,0,0
21/3/2015 0:00,22.56,140,0,0,0
22/3/2015 0:00,22.55,140,0,0,0
23/3/2015 0:00,22.55,140,0,0,0
24/3/2015 0:00,22.54,140,0,0,0
25/3/2015 0:00,22.53,140,0,0,0
26/3/2015 0:00,22.52,140,0,0,0
27/3/2015 0:00,22.51,140,0,0,0
28/3/2015 0:00,22.5,140,0,50,0
29/3/2015 0:00,22.4,140,0,0,0
30/3/2015 0:00,22.39,140,0,0,0
31/3/2015 0:00,22.38,140,0,0,0
1/4/2015 0:00,22.37,140,0,0,0
2/4/2015 0:00,22.36,140,0,0,0
3/4/2015 0:00,22.35,140,0,0,0
4/4/2015 0:00,22.33,140,0,0,0
5/4/2015 0:00,22.32,140,0,0,0
6/4/2015 0:00,22.3,140,0,0,0
7/4/2015 0:00,22.28,140,0,0,0
8/4/2015 0:00,22.26,140,0,0,0
9/4/2015 0:00,22.23,140,0,0,0
10/4/2015 0:00,22.2,140,0,0,0
11/4/2015 0:00,22.17,140,0,0,0
12/4/2015 0:00,22.15,140,0,0,0
13/4/2015 0:00,22.13,140,0,0,0
14/4/2015 0:00,23.2,140,0,0,0
15/4/2015 0:00,23.2,140,0,0,0
16/4/2015 0:00,23.2,140,0,0,0
17/4/2015 0:00,23.2,140,0,0,0
18/4/2015 0:00,23.2,140,0,0,0
19/4/2015 0:00,23.2,140,0,0,0
20/4/2015 0:00,23.2,140,0,0,0
21/4/2015 0:00,23.2,140,0,0,0
22/4/2015 0:00,23.2,140,0,0,0
23/4/2015 0:00,23.2,140,0,0,0
24/4/2015 0:00,23.2,140,0,0,0
25/4/2015 0:00,23.2,140,0,0,0
26/4/2015 0:00,23.2,140,0,0,0
27/4/2015 0:00,23.2,140,0,0,0
28/4/2015 0:00,23.2,140,0,0,0
29/4/2015 0:00,23.2,140,0,0,0
30/4/2015 0:00,23.2,140,0,0,0
1/5/2015 0:00,23.2,140,0,0,0
2/5/2015 0:00,23.2,140,0,0,0
3/5/2015 0:00,23.2,140,0,0,0
4/5/2015 0:00,23.2,140,0,0,0
5/5/2015 0:00,23.2,140,0,0,0
6/5/2015 0:00,23.2,140,0,0,0
7/5/2015 0:00,23.2,140,0,0,0
8/5/2015 0:00,23.2,140,0,0,0
9/5/2015 0:00,23.2,140,0,0,0
10/5/2015 0:00,23.2,140,0,0,0
11/5/2015 0:00,23.2,140,0,0,0
12/5/2015 0:00,23.2,140,0,0,0
13/5/2015 0:00,23.2,140,0,0,0
14/5/2015 0:00,23.2,140,0,0,0
15/5/2015 0:00,23.2,140,0,0,0
16/5/2015 0:00,23.2,140,0,0,0
17/5/2015 0:00,23.2,140,0,0,0
18/5/2015 0:00,23.2,140,0,0,0
19/5/2015 0:00,23.2,140,0,0,0
20/5/2015 0:00,23.2,140,0,0,0
21/5/2015 0:00,23.2,140,0,0,0
22/5/2015 0:00,23.2,140,0,0,0
23/5/2015 0:00,23.2,140,0,0,0
24/5/2015 0:00,23.2,140,0,0,0
25/5/2015 0:00,23.2,140,0,0,0
26/5/2015 0:00,23.2,140,0,0,0
27/5/2015 0:00,23.2,140,0,0,0
28/5/2015 0:00,23.2,140,0,0,0
29/5/2015 0:00,23.2,140,0,0,0
30/5/2015 0:00,23.2,140,0,0,0
31/5/2015 0:00,23.2,140,0,0,0
1/6/2015 0:00,23.2,140,0,0,0
2/6/2015 0:00,23.2,140,0,0,0
3/6/2015 0:00,23.2,140,0,0,0
4/6/2015 0:00,23.2,140,0,0,0
5/6/2015 0:00,23.2,140,0,0,0
6/6/2015 0:00,23.2,140,0,0,0
7/6/2015 0:00,23.2,140,0,0,0
8/6/2015 0:00,23.2,140,0,0,0
9/6/2015 0:00,23.2,140,0,0,0
10/6/2015 0:00,23.2,140,0,0,0
11/6/2015 0:00,23.2,140,0,0,0
12/6/2015 0:00,23.2,140,0,0,0
13/6/2015 0:00,23.2,140,0,0,0
14/6/2015 0:00,23.2,140,0,0,0
15/6/2015 0:00,23.2,140,0,0,0
16/6/2015 0:00,23.2,140,0,0,0
17/6/2015 0:00,23.2,140,0,0,0
18/6/2015 0:00,23.2,140,0,0,0
19/6/2015 0:00,23.2,140,0,0,0
20/6/2015 0:00,23.2,140,0,0,0
21/6/2015 0:00,23.2,140,0,0,0
22/6/2015 0:00,23.2,140,0,0,0
23/6/2015 0:00,23.2,140,0,0,0
24/6/2015 0:00,23.2,140,0,0,0
25/6/2015 0:00,23.2,140,0,0,0
26/6/2015 0:00,23.2,140,0,0,0
27/6/2015 0:00,23.2,140,0,0,0
28/6/2015 0:00,23.2,140,0,0,0
29/6/2015 0:00,23.2,140,0,0,0
30/6/2015 0:00,23.2,140,0,0,0
1/7/2015 0:00,23.2,140,0,0,0
2/7/2015 0:00,23.2,140,0,0,0
3/7/2015 0:00,23.2,140,0,0,0
4/7/2015 0:00,23.2,140,0,0,0
5/7/2015 0:00,23.2,140,0,0,0
6/7/2015 0:00,23.2,140,0,0,0
7/7/2015 0:00,23.2,140,0,0,0
8/7/2015 0:00,23.2,140,0,0,0
9/7/2015 0:00,23.2,140,0,0,0
10/7/2015 0:00,23.2,140,0,0,0
11/7/2015 0:00,23.2,140,0,0,0
12/7/2015 0:00,23.2,140,0,0,0
13/7/2015 0:00,23.2,140,0,0,0
14/7/2015 0:00,23.2,140,0,0,0
15/7/2015 0:00,23,140,0,0,0
16/7/2015 0:00,23.2,20,0,0,0
17/7/2015 0:00,23.3,20,0,0,0
18/7/2015 0:00,23.35,20,0,0,0
19/7/2015 0:00,23.5,20,0,0,0
20/7/2015 0:00,23.7,20,0,0,0
21/7/2015 0:00,23.9,20,0,20,0
22/7/2015 0:00,23.8,20,0,5,0
23/7/2015 0:00,23.75,20,0,5,0
24/7/2015 0:00,23.75,20,0,5,0
25/7/2015 0:00,23.75,20,0,5,0
26/7/2015 0:00,23.75,20,0,5,0
27/7/2015 0:00,23.75,20,0,5,0
28/7/2015 0:00,23.72,20,0,5,0
29/7/2015 0:00,23.68,20,0,5,0
30/7/2015 0:00,23.63,20,0,5,0
31/7/2015 0:00,23.7,20,0,5,0
1/8/2015 0:00,23.7,20,0,5,0
2/8/2015 0:00,23.7,20,0,5,0
3/8/2015 0:00,23.67,20,0,3,0
4/8/2015 0:00,23.67,20,0,2,0
5/8/2015 0:00,23.67,20,0,2,0
6/8/2015 0:00,23.85,20,0,2,0
7/8/2015 0:00,23.75,20,0,25,0
8/8/2015 0:00,23.72,20,0,25,0
9/8/2015 0:00,23.8,20,0,25,0
10/8/2015 0:00,23.82,20,0,25,0
11/8/2015 0:00,23.82,20,0,25,0
12/8/2015 0:00,23.75,20,0,25,0
13/8/2015 0:00,23.7,20,0,2,0
14/8/2015 0:00,23.7,20,0,2,0
15/8/2015 0:00,23.7,20,0,2,0
16/8/2015 0:00,23.7,20,0,2,0
17/8/2015 0:00,23.7,20,0,2,0
18/8/2015 0:00,23.9,20,0,20,0
19/8/2015 0:00,23.87,20,0,20,0
20/8/2015 0:00,23.83,20,0,20,0
21/8/2015 0:00,23.81,20,0,20,0
22/8/2015 0:00,23.81,20,0,20,0
23/8/2015 0:00,23.8,20,0,20,0
24/8/2015 0:00,23.77,20,0,20,0
25/8/2015 0:00,23.95,20,0,20,0
26/8/2015 0:00,23.95,20,0,20,0
27/8/2015 0:00,23.95,20,0,20,0
28/8/2015 0:00,23.95,20,0,20,0
